id,created_at,quando,estabelecimento,valor,detalhes,tipo,userid,category_id,account_id,status,metodo,fatura_id
3297,2025-12-28 04:58:39.840525+00,27/03/2025,PIX QRS PORTOSEG SA27/03,-233.67,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3298,2025-12-28 04:58:39.840525+00,27/03/2025,FOLHA PAGAMENTO MENSAL,7027.58,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3299,2025-12-28 04:58:39.840525+00,28/03/2025,PIX QRS MERCADO PAG28/03,-1021.75,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3300,2025-12-28 04:58:39.840525+00,28/03/2025,COF APLICACAO CDB,-900,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3301,2025-12-28 04:58:39.840525+00,28/03/2025,PIX TRANSF  JOAO VI28/03,-200,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3302,2025-12-28 04:58:39.840525+00,31/03/2025,PIX QRS RECEITA FED31/03,-76.9,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3303,2025-12-28 04:58:39.840525+00,31/03/2025,DI  RESGATE CDB,187.06,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3304,2025-12-28 04:58:39.840525+00,01/04/2025,INT IPVA-SPDGY6G95PARC04,-797.26,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,731e5ac5-e383-47e3-a2d8-88549cdfedac,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3305,2025-12-28 04:58:39.840525+00,01/04/2025,REND PAGO APLIC AUT MAIS,0.01,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3306,2025-12-28 04:58:39.840525+00,02/04/2025,PIX TRANSF  JANAINA02/04,20,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3307,2025-12-28 04:58:39.840525+00,03/04/2025,DI  RESGATE CDB,300.27,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3308,2025-12-28 04:58:39.840525+00,03/04/2025,PIX TRANSF  TANIA Y03/04,-300,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,18cbbf25-6142-4bcf-937d-5927c853ac9a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3309,2025-12-28 04:58:39.840525+00,04/04/2025,PIX TRANSF  JANAINA04/04,4000,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3310,2025-12-28 04:58:39.840525+00,04/04/2025,COF APLICACAO CDB,-4700,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3311,2025-12-28 04:58:39.840525+00,04/04/2025,SISPAG  FUND SAUDE ITAU,216.54,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3312,2025-12-28 04:58:39.840525+00,04/04/2025,SISPAG  FUND SAUDE ITAU,541.35,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3313,2025-12-28 04:58:39.840525+00,07/04/2025,SAQUE BANCO24H554467862,-100,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,62b5839d-37ef-4c03-8762-64b67a6f92d1,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3314,2025-12-28 04:58:39.840525+00,10/04/2025,DI  RESGATE CDB,22.44,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3315,2025-12-28 04:58:39.840525+00,10/04/2025,SEGURO CARTAO,-25,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,591cce5b-dd4d-4124-934e-4dcadd17e66d,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3316,2025-12-28 04:58:39.840525+00,15/04/2025,COR JUROS RF,158.35,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3317,2025-12-28 04:58:39.840525+00,15/04/2025,COR AMORTIZACAO - RF,232.38,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3318,2025-12-28 04:58:39.840525+00,15/04/2025,COF APLICACAO CDB,-391,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3319,2025-12-28 04:58:39.840525+00,17/04/2025,COF APLICACAO CDB,-217,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3320,2025-12-28 04:58:39.840525+00,17/04/2025,SISPAG  FUND SAUDE ITAU,216.54,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3321,2025-12-28 04:58:39.840525+00,25/04/2025,PIX QRS PORTOSEG SA25/04,-233.67,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3322,2025-12-28 04:58:39.840525+00,25/04/2025,INT MC BLACK,-3495.68,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,925acfd0-a8f8-49f2-b965-74a2995dd673,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3323,2025-12-28 04:58:39.840525+00,25/04/2025,PIX QRS MERCADO PAG25/04,-503.43,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3324,2025-12-28 04:58:39.840525+00,25/04/2025,COF APLICACAO CDB,-1900,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3325,2025-12-28 04:58:39.840525+00,25/04/2025,FOLHA PAGAMENTO MENSAL,7027.22,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3326,2025-12-28 04:58:39.840525+00,28/04/2025,PIX TRANSF  JANAINA26/04,20,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3327,2025-12-28 04:58:39.840525+00,28/04/2025,PIX TRANSF  THAMIRE26/04,-250,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a322d63f-1e05-4ecf-a91b-bc4407190c8a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3328,2025-12-28 04:58:39.840525+00,29/04/2025,PGTO ITAU ITAU-K8295887,91.82,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3329,2025-12-28 04:58:39.840525+00,30/04/2025,PIX TRANSF  FABIANA30/04,-36.07,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3330,2025-12-28 04:58:39.840525+00,30/04/2025,PIX TRANSF  SERGIO 30/04,-30,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,f8d483c3-f001-4e7b-8190-8712efad946f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3331,2025-12-28 04:58:39.840525+00,30/04/2025,COF APLICACAO CDB,-1900,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3332,2025-12-28 04:58:39.840525+00,30/04/2025,REND PAGO APLIC AUT MAIS,0.01,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3333,2025-12-28 04:58:39.840525+00,30/04/2025,INT IPVA-SPDGY6G95PARC05,-797.26,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,731e5ac5-e383-47e3-a2d8-88549cdfedac,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3334,2025-12-28 04:58:39.840525+00,30/04/2025,FOLHA DE FERIAS,2042.34,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3335,2025-12-28 04:58:39.840525+00,05/05/2025,DI  RESGATE CDB,450.67,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3336,2025-12-28 04:58:39.840525+00,05/05/2025,PIX TRANSF  TANIA Y05/05,-450,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,18cbbf25-6142-4bcf-937d-5927c853ac9a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3337,2025-12-28 04:58:39.840525+00,07/05/2025,DI  RESGATE CDB,2555.52,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3338,2025-12-28 04:58:39.840525+00,07/05/2025,PIX TRANSF  JOSE LU07/05,-2555,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3339,2025-12-28 04:58:39.840525+00,12/05/2025,DI  RESGATE CDB,1000.48,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3340,2025-12-28 04:58:39.840525+00,12/05/2025,PIX TRANSF  ANDREA 11/05,-1000,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3341,2025-12-28 04:58:39.840525+00,12/05/2025,SEGURO CARTAO,-26.26,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,591cce5b-dd4d-4124-934e-4dcadd17e66d,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3342,2025-12-28 04:58:39.840525+00,13/05/2025,COF APLICACAO CDB,-300,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3343,2025-12-28 04:58:39.840525+00,13/05/2025,SISPAG  FUND SAUDE ITAU,324.81,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3344,2025-12-28 04:58:39.840525+00,15/05/2025,COR AMORTIZACAO - RF,243.74,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3345,2025-12-28 04:58:39.840525+00,15/05/2025,COR JUROS RF,142.68,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3346,2025-12-28 04:58:39.840525+00,15/05/2025,COR AMORTIZACAO - RF,2982.61,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3347,2025-12-28 04:58:39.840525+00,15/05/2025,COF APLICACAO CDB,-3405,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3348,2025-12-28 04:58:39.840525+00,16/05/2025,DI  RESGATE CDB,40.5,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3349,2025-12-28 04:58:39.840525+00,16/05/2025,SAQUE BANCO24H383647486,-40,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,62b5839d-37ef-4c03-8762-64b67a6f92d1,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3350,2025-12-28 04:58:39.840525+00,26/05/2025,RESGATE CDB DI,260.3,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3351,2025-12-28 04:58:39.840525+00,26/05/2025,PIX TRANSF BRUNO S26/05,-242.82,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3352,2025-12-28 04:58:39.840525+00,27/05/2025,INT MC BLACK,-4817.57,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,925acfd0-a8f8-49f2-b965-74a2995dd673,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3353,2025-12-28 04:58:39.840525+00,27/05/2025,PIX QRS MERCADO PAG27/05,-694.21,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3354,2025-12-28 04:58:39.840525+00,27/05/2025,PIX TRANSF Thamire27/05,-250,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a322d63f-1e05-4ecf-a91b-bc4407190c8a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3355,2025-12-28 04:58:39.840525+00,27/05/2025,PIX QRS PORTOSEG SA27/05,-233.67,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3356,2025-12-28 04:58:39.840525+00,27/05/2025,PIX TRANSF LIDIANI27/05,-16.81,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,4e362739-e52c-4861-af97-c8ab908b3871,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3357,2025-12-28 04:58:39.840525+00,27/05/2025,PIX TRANSF HELIO D27/05,-66,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,0b0f2cb1-a809-4789-b700-ad9e616f925e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3358,2025-12-28 04:58:39.840525+00,27/05/2025,APLICACAO CDB COFRINHOS,-4900,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3359,2025-12-28 04:58:39.840525+00,27/05/2025,FOLHA PAGTO 13. SALARIO,4984.17,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3360,2025-12-28 04:58:39.840525+00,27/05/2025,FOLHA PAGAMENTO MENSAL,6012.41,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3361,2025-12-28 04:58:39.840525+00,28/05/2025,RESGATE CDB Cofrinhos,3000.01,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3362,2025-12-28 04:58:39.840525+00,28/05/2025,PIX TRANSF AVENUE 28/05,-3000,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3363,2025-12-28 04:58:39.840525+00,29/05/2025,RESGATE CDB DI,20.85,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3364,2025-12-28 04:58:39.840525+00,29/05/2025,PIX TRANSF FABIANA29/05,-52.66,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,b2432a60-172c-441c-a73c-c62d40f1028e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3365,2025-12-28 04:58:39.840525+00,02/06/2025,PIX QRS NEWC BR CON31/05,-220,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3366,2025-12-28 04:58:39.840525+00,02/06/2025,PIX QRS NEWC BR CON31/05,-110,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3367,2025-12-28 04:58:39.840525+00,02/06/2025,RESGATE CDB DI,326.58,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3368,2025-12-28 04:58:39.840525+00,02/06/2025,PIX QRS McDonalds31/05,-45,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,5db76a92-a270-4705-8ed6-d5bc99469a6b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3369,2025-12-28 04:58:39.840525+00,02/06/2025,RESGATE CDB DI,44.86,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3370,2025-12-28 04:58:39.840525+00,02/06/2025,RESGATE CDB DI,300.5,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3371,2025-12-28 04:58:39.840525+00,02/06/2025,PIX TRANSF TANIA Y02/06,-300,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,18cbbf25-6142-4bcf-937d-5927c853ac9a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3372,2025-12-28 04:58:39.840525+00,03/06/2025,SAQUE DIN ATM BIOME00020,-40,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,62b5839d-37ef-4c03-8762-64b67a6f92d1,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3373,2025-12-28 04:58:39.840525+00,03/06/2025,RESGATE CDB DI,39.66,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3374,2025-12-28 04:58:39.840525+00,05/06/2025,RESGATE CDB DI,200.59,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3375,2025-12-28 04:58:39.840525+00,05/06/2025,PIX TRANSF ANDRE M05/06,-200,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,0b0f2cb1-a809-4789-b700-ad9e616f925e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3376,2025-12-28 04:58:39.840525+00,09/06/2025,RESGATE CDB DI,30.32,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3377,2025-12-28 04:58:39.840525+00,10/06/2025,SISPAG  FUND SAUDE ITAU,216.54,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3378,2025-12-28 04:58:39.840525+00,10/06/2025,SEGURO CARTAO,-26.26,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,591cce5b-dd4d-4124-934e-4dcadd17e66d,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3379,2025-12-28 04:58:39.840525+00,11/06/2025,PIX TRANSF Sergio 11/06,-35,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,f8d483c3-f001-4e7b-8190-8712efad946f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3380,2025-12-28 04:58:39.840525+00,13/06/2025,PIX TRANSF HELIO D13/06,-20,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,0b0f2cb1-a809-4789-b700-ad9e616f925e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3381,2025-12-28 04:58:39.840525+00,16/06/2025,PIX QRS HS DO BRASI14/06,-100,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3382,2025-12-28 04:58:39.840525+00,16/06/2025,COR JUROS RF,144.5,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3383,2025-12-28 04:58:39.840525+00,16/06/2025,COR AMORTIZACAO - RF,479.15,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3384,2025-12-28 04:58:39.840525+00,16/06/2025,COR AMORTIZACAO - RF,196.69,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3385,2025-12-28 04:58:39.840525+00,16/06/2025,APLICACAO CDB COFRINHOS,-900,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3386,2025-12-28 04:58:39.840525+00,16/06/2025,PGTO ITAU ITAU-K9028088,46.63,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3387,2025-12-28 04:58:39.840525+00,16/06/2025,PGTO ITAU ITAU-K9033119,6.52,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3388,2025-12-28 04:58:39.840525+00,20/06/2025,PIX TRANSF HS DO B20/06,120,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3389,2025-12-28 04:58:39.840525+00,23/06/2025,PIX TRANSF ALEXAND23/06,10,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3390,2025-12-28 04:58:39.840525+00,24/06/2025,PIX TRANSF CASA DE24/06,-34,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3391,2025-12-28 04:58:39.840525+00,25/06/2025,PIX TRANSF HS DO B25/06,53.11,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3392,2025-12-28 04:58:39.840525+00,26/06/2025,PIX TRANSF FABIANA26/06,-13.75,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
